Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
DWF Labs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
East NFT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
EBC - Hanwha Systems,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Elysia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
F10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Fanto,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Fantrie,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
FAVORLET,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
FiveStars,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Flipside,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Flipside,1857,https://admin.thegrid.id/profiles/?rootId=1857,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Flipster,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Flipster,id1748266709-anNBgmVKRnq6yDZdQi3cdQ,https://admin.thegrid.id/profiles/?rootId=id1748266709-anNBgmVKRnq6yDZdQi3cdQ,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
FMFW.io,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
FoxWallet,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,FoxWallet,id1752643257-MyhnXjGXR1SRL8ogMbL_5w,https://admin.thegrid.id/profiles/?rootId=id1752643257-MyhnXjGXR1SRL8ogMbL_5w,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
FSN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Galxe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Galxe,id1770414514-eHgb1Z15Tsq0W-RmaGqkdw,https://admin.thegrid.id/profiles/?rootId=id1770414514-eHgb1Z15Tsq0W-RmaGqkdw,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
GameFi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,GameFi.org,id1753342855-NrHLmeTfTwCkjyb6Ei8TVg,https://admin.thegrid.id/profiles/?rootId=id1753342855-NrHLmeTfTwCkjyb6Ei8TVg,Name: Asset,kaia,https://www.kaia.io/ecosystem,,
Gas.zip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Gas.zip,940,https://admin.thegrid.id/profiles/?rootId=940,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Gate.io,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
GDAC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
GetBlock,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,GetBlock,3475,https://admin.thegrid.id/profiles/?rootId=3475,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
GiantN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Goldsky,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Goldsky,928,https://admin.thegrid.id/profiles/?rootId=928,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Goldstation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
GoodGang Labs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
GoPax,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
GroundX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Grove,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
HABL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Haechi Labs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Hashed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Hashkey,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Henesis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Hex Trust,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Hex Trust,1312,https://admin.thegrid.id/profiles/?rootId=1312,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Hexlant,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
HitBTC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Honor of Kingdoms,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Hotcoin Global,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Hotcoin Global,id1754334047-NJtUZ4D8T8m6uSobHEt1Hw,https://admin.thegrid.id/profiles/?rootId=id1754334047-NJtUZ4D8T8m6uSobHEt1Hw,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Huobi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Huobi Wallet,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
HYPE.DAY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Hypesalt,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Ice Tea Labs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Indodax,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Indodax,id1755846501-XiOTTxXNSXCDHavuarZPeg,https://admin.thegrid.id/profiles/?rootId=id1755846501-XiOTTxXNSXCDHavuarZPeg,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Iskra,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
iZUMi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Jump Crypto-Everstake,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
K-BIT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kai Protocol,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kaia Contracts Wizard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kaia Wallet,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Kaia,id1752645810-9w-YW9FvQhm-7thzpvO92g,https://admin.thegrid.id/profiles/?rootId=id1752645810-9w-YW9FvQhm-7thzpvO92g,Name: Product,kaia,https://www.kaia.io/ecosystem,,
KaiaScan Open API (OAPI),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kaiascan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Kaia,id1752645810-9w-YW9FvQhm-7thzpvO92g,https://admin.thegrid.id/profiles/?rootId=id1752645810-9w-YW9FvQhm-7thzpvO92g,Name: Product,kaia,https://www.kaia.io/ecosystem,,
KAIST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kakao Corp,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kakao Entertainment,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kakao Pay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KAS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Key Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KLAY Kingdoms,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KlayCellar,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KlayLabs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KLAYportal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KLAYStation,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Klayswap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Klay Dice,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KLEX Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Klip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Klip Drops,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KNS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KODA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kofi,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KoKoa Finance,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kokonut Swap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kommune DAO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Korea Economic Daily,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Korea Society of Blockchain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Korbit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
KottonSeed,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kracker Labs,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Krystal GO,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Kucoin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,KuCoin,id1749546547-XpGoGeYGSNGHfO8gVbCbGg,https://admin.thegrid.id/profiles/?rootId=id1749546547-XpGoGeYGSNGHfO8gVbCbGg,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Land Chronicle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
LayerZero,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,LayerZero,1404,https://admin.thegrid.id/profiles/?rootId=1404,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
LBank,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,LBank,id1759170438-14drCA78TBOjJEF8vZOs-g,https://admin.thegrid.id/profiles/?rootId=id1759170438-14drCA78TBOjJEF8vZOs-g,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
LetsExchange.io,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Like Lion,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
LINE NEXT Corp.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
LINE NEXT Inc.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
LINE Xenesis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Little Orbit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Lorem Board,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Ludwig Holdings,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Maekyung Media Group,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
MarbleX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Matrixport,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,Matrixport,id1766728152-1CkUWI7QRhik8ISWrGOCkw,https://admin.thegrid.id/profiles/?rootId=id1766728152-1CkUWI7QRhik8ISWrGOCkw,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
MBlock,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
ME3 - Gacha Galaxy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Meecats,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
MermaidSwap,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Mesher,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Meta Arena,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Meta Lively,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Meta Toy Dragonz,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Meta World: My City,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
MetaMask,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,MetaMask,id1749490788-URjjR1kORQK3qw9sDJQGyA,https://admin.thegrid.id/profiles/?rootId=id1749490788-URjjR1kORQK3qw9sDJQGyA,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Metabora,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
MetaSoul,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Metamon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Metaoneer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
MetaWeek,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
MetaX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
MEXC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,MEXC,id1745580537-A8SmNL1HS2qGih6c9GEErg,https://admin.thegrid.id/profiles/?rootId=id1745580537-A8SmNL1HS2qGih6c9GEErg,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
Micro3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
MITA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Mobula,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
MOOI,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Moonpay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Added,,,,,,,,✅ Found,MoonPay,1214,https://admin.thegrid.id/profiles/?rootId=1214,Name: Profile,kaia,https://www.kaia.io/ecosystem,,
N Suite,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
NEOPIN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
NEOPLY,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Netmarble,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
NFT STAT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
NFTb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
NFTBank,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Ni no Kuni: Cross Worlds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Node375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Nodit,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
Nominex,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Not Processed,,,,,,,,❌ Not found,,,,,kaia,https://www.kaia.io/ecosystem,,
